Test,Tx Power,Distance,Scenarios,RSSI (dbm),Throughput (KB/S),Throughput (Kbps),Current (A),Power (W)
5507,N12,25,Workshop,-90,1.01,8.06,0.105,0.34755
5508,N9,25,Lobby,-69,4.44,35.54,0.106,0.32914
5509,N0,5,Workshop,-67,3.47,27.73,0.113,0.37718
5510,N9,55,Workshop,-88,0.70,5.60,0.103,0.33501
5511,N3,45,Lobby,-85,3.39,27.12,0.113,0.36080
5512,N9,30,Crowded,-100,0.70,5.60,0.099,0.34083
5513,N3,25,Workshop,-96,0.70,5.60,0.109,0.36166
5514,N9,45,Lobby,-83,0.74,5.89,0.100,0.33497
5515,P3,25,Lobby,-59,9.24,73.93,0.117,0.40831
5516,N3,0,Lobby,-61,7.12,56.96,0.115,0.37366
5517,N6,45,Lobby,-87,1.87,14.95,0.107,0.35307
5518,N9,35,Crowded,-92,2.08,16.61,0.103,0.34291
5519,N12,35,Crowded,-100,1.82,14.56,0.104,0.33908
5520,N12,0,Lobby,-62,8.86,70.88,0.101,0.35041
5521,P3,5,Workshop,-37,11.62,92.99,0.121,0.39605
5522,N9,20,Crowded,-100,1.60,12.81,0.097,0.33734
5523,N12,25,Lobby,-80,5.91,47.28,0.100,0.33868
5524,N6,5,Lobby,-61,8.41,67.29,0.106,0.35318
5525,N3,60,Lobby,-78,2.36,18.86,0.110,0.36726
5526,N3,15,Lobby,-80,3.81,30.45,0.107,0.37064
5527,P6,45,Lobby,-65,6.76,54.06,0.124,0.41716
5528,N12,45,Crowded,-89,0.87,6.93,0.106,0.33114
5529,N6,25,Wall,-100,0.70,5.60,0.108,0.36093
5530,N12,45,Crowded,-100,2.35,18.78,0.103,0.34633
5531,P6,20,Lobby,-59,7.34,58.71,0.128,0.41042
5532,P6,0,Workshop,-54,8.14,65.08,0.124,0.41523
5533,P6,40,Wall,-100,1.14,9.09,0.122,0.39999
5534,N6,25,Wall,-96,0.70,5.60,0.107,0.34802
5535,N12,20,Lobby,-98,0.85,6.78,0.104,0.35041
5536,N12,15,Workshop,-77,2.50,20.01,0.106,0.33865
5537,P3,20,Lobby,-75,6.04,48.33,0.124,0.39947
5538,P3,55,Workshop,-91,1.55,12.38,0.119,0.40786
5539,P3,40,Workshop,-63,8.20,65.58,0.122,0.38719
5540,P3,0,Crowded,-54,9.18,73.42,0.121,0.38984
5541,N12,25,Crowded,-100,1.09,8.68,0.102,0.33999
5542,P3,40,Workshop,-77,3.40,27.20,0.125,0.39368
5543,N0,0,Lobby,-44,12.62,100.96,0.113,0.37970
5544,N3,20,Lobby,-77,3.95,31.58,0.115,0.36228
5545,N12,30,Lobby,-73,4.97,39.79,0.101,0.35041
5546,P6,30,Wall,-100,0.70,5.60,0.121,0.40554
5547,N12,5,Lobby,-67,2.67,21.34,0.104,0.35644
5548,N3,0,Lobby,-64,6.14,49.15,0.107,0.37112
5549,N6,20,Workshop,-79,0.70,5.60,0.105,0.34398
5550,P3,45,Lobby,-70,4.29,34.32,0.122,0.38605
5551,N6,30,Wall,-100,0.70,5.60,0.100,0.34732
5552,N6,5,Workshop,-62,7.94,63.54,0.104,0.33429
5553,P3,25,Workshop,-77,3.95,31.58,0.116,0.40293
5554,N0,60,Workshop,-83,2.13,17.06,0.109,0.37509
5555,N9,20,Lobby,-80,2.03,16.20,0.105,0.33669
5556,N12,35,Lobby,-100,0.70,5.60,0.109,0.35127
5557,N3,5,Workshop,-67,5.77,46.14,0.110,0.38450
5558,N3,15,Wall,-95,0.70,5.60,0.110,0.35456
5559,P3,25,Workshop,-64,4.46,35.67,0.120,0.40851
5560,N6,15,Lobby,-73,0.70,5.60,0.102,0.33038
5561,N0,40,Workshop,-75,1.98,15.86,0.114,0.37454
5562,N3,35,Lobby,-64,7.74,61.89,0.116,0.37444
5563,N0,40,Lobby,-87,0.70,5.60,0.114,0.37207
5564,N9,40,Workshop,-87,1.72,13.78,0.101,0.34330
5565,N6,45,Crowded,-91,1.60,12.79,0.103,0.35360
5566,N3,20,Lobby,-80,3.23,25.81,0.107,0.36376
5567,N3,25,Lobby,-74,0.70,5.60,0.108,0.36696
5568,N9,0,Wall,-58,9.68,77.47,0.104,0.32878
5569,N3,20,Workshop,-86,0.70,5.60,0.113,0.36686
5570,N9,5,Crowded,-79,3.23,25.88,0.095,0.33960
5571,P6,20,Lobby,-69,2.59,20.69,0.128,0.41543
5572,N0,15,Workshop,-74,6.57,52.54,0.116,0.37255
5573,N0,0,Workshop,-48,9.07,72.54,0.109,0.36347
5574,N9,15,Workshop,-71,7.75,61.98,0.102,0.34234
5575,N0,0,Workshop,-45,10.16,81.30,0.117,0.38184
5576,N12,10,Workshop,-92,1.07,8.57,0.106,0.33894
5577,N9,15,Lobby,-93,1.42,11.36,0.103,0.32174
5578,N3,35,Wall,-100,1.28,10.24,0.112,0.37457
5579,N3,30,Lobby,-76,1.91,15.31,0.109,0.36690
5580,N6,15,Wall,-86,0.70,5.60,0.104,0.34202
5581,N9,25,Lobby,-100,1.18,9.46,0.104,0.33572
5582,P3,5,Workshop,-34,12.25,98.04,0.120,0.40716
5583,N9,60,Wall,-100,2.30,18.43,0.101,0.34130
5584,N0,20,Workshop,-63,9.29,74.35,0.111,0.36419
5585,P6,25,Workshop,-69,3.01,24.04,0.128,0.39604
5586,N6,50,Lobby,-81,1.37,10.95,0.104,0.36035
5587,N12,0,Wall,-49,9.04,72.31,0.098,0.34478
5588,N6,10,Lobby,-50,8.34,66.75,0.108,0.34991
5589,P3,0,Workshop,-40,13.22,105.74,0.123,0.39807
5590,N12,20,Lobby,-96,1.42,11.35,0.105,0.34376
5591,N3,45,Wall,-100,0.88,7.01,0.113,0.36748
5592,N0,0,Workshop,-51,9.94,79.50,0.113,0.36927
5593,N6,40,Lobby,-64,10.13,81.00,0.107,0.35508
5594,N3,0,Crowded,-54,10.30,82.43,0.111,0.36573
5595,N3,50,Workshop,-88,1.75,13.99,0.108,0.36063
5596,N6,10,Workshop,-59,7.72,61.79,0.105,0.34676
5597,P3,30,Lobby,-79,1.87,14.98,0.120,0.40235
5598,N9,40,Crowded,-99,1.33,10.64,0.101,0.33201
5599,N0,50,Workshop,-77,0.70,5.60,0.113,0.37351
5600,N6,45,Crowded,-75,6.81,54.46,0.107,0.34287
5601,N6,15,Lobby,-68,3.52,28.15,0.103,0.34419
5602,N6,5,Lobby,-58,8.81,70.49,0.108,0.35138
5603,P3,25,Workshop,-78,1.16,9.27,0.115,0.39861
5604,N9,30,Lobby,-80,5.27,42.20,0.098,0.31884
5605,P6,25,Crowded,-89,0.81,6.49,0.119,0.40669
5606,N12,0,Crowded,-51,9.35,74.83,0.105,0.33716
5607,N9,45,Crowded,-100,0.90,7.17,0.097,0.32490
5608,N12,35,Crowded,-100,1.35,10.78,0.106,0.33972
5609,P6,10,Wall,-85,3.30,26.39,0.125,0.41771
5610,N3,30,Crowded,-84,3.62,28.98,0.114,0.36390
5611,N0,45,Workshop,-73,10.53,84.22,0.112,0.37062
5612,N3,25,Crowded,-100,1.59,12.71,0.114,0.36735
5613,P6,50,Lobby,-76,4.64,37.10,0.129,0.40990
5614,N9,25,Workshop,-76,2.91,23.30,0.099,0.32455
5615,N12,25,Crowded,-100,2.00,15.96,0.104,0.34176
5616,N3,20,Wall,-100,0.99,7.95,0.110,0.36229
5617,N6,40,Workshop,-84,1.42,11.34,0.105,0.34734
5618,N6,55,Workshop,-98,0.78,6.21,0.105,0.33916
5619,N0,20,Wall,-100,0.70,5.60,0.116,0.37701
5620,N3,40,Wall,-100,1.16,9.26,0.108,0.36018
5621,N6,35,Lobby,-64,7.98,63.85,0.109,0.34039
5622,N12,40,Wall,-100,0.70,5.60,0.104,0.35088
5623,N0,5,Workshop,-57,5.19,41.52,0.116,0.37379
5624,N12,60,Wall,-100,1.13,9.05,0.109,0.34690
5625,P3,5,Workshop,-66,3.01,24.05,0.120,0.40292
5626,P3,40,Lobby,-57,10.31,82.47,0.122,0.39791
5627,N12,35,Lobby,-92,1.04,8.34,0.108,0.34292
5628,N9,0,Workshop,-50,11.83,94.62,0.093,0.33318
5629,N6,35,Workshop,-92,1.42,11.32,0.104,0.35911
5630,N6,45,Crowded,-100,2.11,16.88,0.102,0.34964
5631,N6,35,Wall,-100,1.11,8.91,0.102,0.36682
5632,N6,25,Workshop,-73,6.65,53.21,0.102,0.35376
5633,N9,25,Crowded,-100,2.07,16.54,0.100,0.33156
5634,N0,60,Lobby,-100,0.81,6.50,0.112,0.39019
5635,N6,45,Workshop,-90,1.72,13.76,0.106,0.36367
5636,N3,10,Crowded,-94,1.42,11.34,0.110,0.37474
5637,N0,30,Crowded,-85,4.22,33.73,0.117,0.37155
5638,N12,60,Workshop,-100,1.47,11.76,0.102,0.34344
5639,P6,35,Lobby,-82,0.70,5.60,0.129,0.41172
5640,N3,10,Crowded,-76,4.81,38.44,0.107,0.37411
5641,N12,20,Lobby,-100,1.66,13.30,0.107,0.36478
5642,N12,35,Wall,-100,1.37,10.95,0.107,0.33271
5643,N12,45,Crowded,-100,1.78,14.28,0.101,0.33943
5644,P3,60,Lobby,-78,2.71,21.70,0.121,0.40697
5645,N3,30,Lobby,-89,1.14,9.09,0.109,0.36784
5646,P3,50,Wall,-100,1.95,15.61,0.123,0.40319
5647,N0,55,Workshop,-94,1.55,12.42,0.111,0.37561
5648,N6,30,Crowded,-100,1.50,12.01,0.106,0.34681
5649,N3,5,Workshop,-54,9.91,79.27,0.105,0.35934
5650,N3,20,Wall,-100,2.27,18.13,0.113,0.37451
5651,P3,0,Lobby,-39,11.98,95.82,0.121,0.39524
5652,N9,15,Wall,-84,1.07,8.53,0.105,0.33914
5653,N12,15,Wall,-100,2.03,16.27,0.104,0.32800
5654,N0,55,Workshop,-75,0.82,6.56,0.118,0.38331
5655,P6,25,Lobby,-52,9.07,72.57,0.128,0.41121
5656,N3,40,Lobby,-100,1.93,15.48,0.115,0.35685
5657,N0,35,Crowded,-84,0.70,5.60,0.117,0.37062
5658,N6,55,Wall,-100,1.62,12.93,0.106,0.34822
5659,N6,45,Lobby,-87,0.77,6.14,0.109,0.35701
5660,N0,50,Lobby,-95,1.59,12.74,0.113,0.37792
5661,N3,45,Lobby,-85,1.21,9.69,0.110,0.38694
5662,N9,40,Wall,-100,1.41,11.26,0.100,0.34025
5663,N6,5,Workshop,-77,2.77,22.15,0.104,0.33791
5664,P3,15,Wall,-92,1.02,8.19,0.125,0.39609
5665,N9,30,Crowded,-100,1.19,9.56,0.101,0.35003
5666,N6,45,Wall,-100,0.79,6.29,0.109,0.34593
5667,N3,5,Wall,-73,2.42,19.37,0.110,0.36026
5668,N12,50,Lobby,-94,0.70,5.60,0.100,0.34011
5669,N12,45,Lobby,-89,1.68,13.46,0.101,0.35215
5670,N3,25,Workshop,-78,3.91,31.30,0.113,0.36899
5671,N6,20,Wall,-89,0.87,6.98,0.103,0.34987
5672,N6,50,Workshop,-92,0.94,7.56,0.106,0.34229
5673,N9,15,Wall,-91,1.97,15.77,0.098,0.33078
5674,N0,35,Lobby,-74,2.22,17.75,0.116,0.37361
5675,N3,30,Workshop,-87,1.81,14.46,0.111,0.37458
5676,P6,0,Lobby,-34,12.94,103.53,0.132,0.40841
5677,N6,5,Wall,-80,3.03,24.24,0.102,0.35593
5678,N9,55,Lobby,-78,2.29,18.32,0.097,0.34403
5679,P3,50,Wall,-78,4.23,33.81,0.121,0.41176
5680,N9,20,Lobby,-96,1.36,10.84,0.097,0.34046
5681,N3,0,Lobby,-39,11.95,95.62,0.116,0.38156
5682,N12,15,Workshop,-88,0.85,6.77,0.104,0.35725
5683,N12,45,Workshop,-88,1.71,13.67,0.109,0.33878
5684,P6,20,Workshop,-60,7.58,60.60,0.124,0.41289
5685,P3,45,Lobby,-78,3.18,25.41,0.128,0.40377
5686,P6,35,Workshop,-69,2.71,21.70,0.129,0.40999
5687,N6,60,Lobby,-95,2.06,16.48,0.104,0.35221
5688,N3,30,Wall,-100,0.70,5.60,0.112,0.35491
5689,N6,25,Workshop,-75,7.73,61.84,0.111,0.34941
5690,P3,40,Workshop,-65,10.17,81.40,0.124,0.39392
5691,N6,0,Wall,-66,3.22,25.75,0.106,0.35300
5692,N3,30,Lobby,-61,6.55,52.43,0.109,0.38125
5693,P6,35,Lobby,-78,3.23,25.82,0.124,0.40797
5694,N3,25,Wall,-100,2.58,20.61,0.112,0.36521
5695,N6,55,Workshop,-100,1.96,15.66,0.110,0.35340
5696,N9,5,Wall,-74,4.90,39.20,0.102,0.33017
5697,P6,40,Lobby,-88,0.96,7.71,0.122,0.41357
5698,N0,0,Workshop,-50,12.20,97.61,0.111,0.36653
5699,N9,15,Workshop,-88,2.56,20.50,0.096,0.32987
5700,N12,55,Crowded,-100,0.70,5.60,0.105,0.35299
5701,N3,45,Lobby,-81,1.95,15.58,0.113,0.36251
5702,P3,40,Lobby,-74,7.30,58.39,0.121,0.39033
5703,N6,20,Wall,-100,2.22,17.78,0.102,0.34152
5704,N6,20,Workshop,-79,3.26,26.10,0.100,0.35878
5705,P6,30,Lobby,-63,9.74,77.95,0.128,0.41190
5706,N6,60,Wall,-100,1.11,8.89,0.105,0.34779
5707,N9,20,Lobby,-72,4.90,39.24,0.102,0.33485
5708,N9,25,Workshop,-96,0.71,5.65,0.103,0.33480
5709,P3,15,Wall,-77,3.00,24.04,0.124,0.40080
5710,N6,40,Wall,-83,3.43,27.46,0.104,0.34335
5711,N3,15,Lobby,-80,1.41,11.27,0.108,0.38338
5712,N3,40,Lobby,-88,1.83,14.68,0.115,0.36241
5713,P3,0,Workshop,-42,11.30,90.42,0.120,0.39639
5714,N6,25,Lobby,-71,10.38,83.03,0.099,0.34947
5715,P3,45,Workshop,-90,1.59,12.69,0.123,0.39736
5716,N0,25,Wall,-87,2.04,16.36,0.113,0.37195
5717,N3,45,Workshop,-100,1.18,9.44,0.110,0.37418
5718,N12,5,Workshop,-73,5.96,47.72,0.101,0.33288
5719,N9,35,Lobby,-79,3.41,27.24,0.100,0.33439
5720,N9,20,Lobby,-68,6.85,54.79,0.103,0.32471
5721,P3,35,Crowded,-90,2.53,20.23,0.125,0.38258
5722,N6,0,Lobby,-47,9.41,75.29,0.102,0.34507
5723,P3,45,Workshop,-86,0.70,5.60,0.117,0.38835
5724,N12,30,Workshop,-93,1.69,13.51,0.101,0.35460
5725,N12,55,Lobby,-100,1.59,12.75,0.104,0.35868
5726,N12,15,Lobby,-97,0.70,5.60,0.104,0.35744
5727,P3,35,Workshop,-91,2.06,16.49,0.119,0.40676
5728,P6,45,Wall,-100,1.27,10.15,0.123,0.40043
5729,P6,40,Wall,-96,1.77,14.16,0.122,0.41091
5730,N6,10,Lobby,-70,3.27,26.14,0.107,0.35468
5731,N0,60,Crowded,-94,0.82,6.58,0.111,0.37204
5732,N12,15,Crowded,-97,0.70,5.60,0.107,0.35743
5733,N6,25,Wall,-99,1.54,12.35,0.102,0.33453
5734,N9,60,Workshop,-100,0.83,6.66,0.097,0.33862
5735,N0,5,Wall,-75,4.89,39.13,0.113,0.38060
5736,N12,20,Crowded,-88,0.70,5.60,0.104,0.35049
5737,P3,25,Workshop,-53,10.01,80.05,0.114,0.39181
5738,P6,25,Lobby,-74,7.04,56.31,0.124,0.40456
5739,N3,20,Workshop,-75,8.72,69.76,0.112,0.36310
5740,N12,20,Workshop,-76,3.23,25.81,0.108,0.35248
5741,N9,45,Crowded,-100,1.74,13.90,0.101,0.34322
5742,N6,5,Crowded,-75,4.94,39.56,0.104,0.35170
5743,N9,50,Workshop,-100,2.21,17.71,0.101,0.32876
5744,N3,35,Wall,-100,0.70,5.60,0.107,0.37754
5745,N0,15,Workshop,-61,6.27,50.20,0.104,0.37307
5746,N12,0,Lobby,-53,12.00,96.02,0.110,0.34741
5747,N9,0,Workshop,-58,7.25,57.97,0.100,0.31794
5748,N3,5,Wall,-81,2.96,23.70,0.114,0.36318
5749,N3,40,Crowded,-100,0.70,5.60,0.113,0.35478
5750,N12,10,Workshop,-83,0.76,6.11,0.103,0.34647
5751,N9,15,Crowded,-93,1.05,8.38,0.110,0.34110
5752,N12,30,Lobby,-92,1.67,13.34,0.102,0.33794
5753,N12,25,Lobby,-92,1.01,8.09,0.105,0.34171
5754,N9,40,Lobby,-85,2.47,19.78,0.094,0.34193
5755,N3,35,Crowded,-93,0.70,5.60,0.107,0.35857
5756,N6,20,Wall,-91,0.83,6.66,0.100,0.34926
5757,N3,15,Lobby,-62,8.97,71.78,0.110,0.37589
5758,N6,60,Wall,-100,0.70,5.60,0.105,0.33462
5759,N9,15,Wall,-91,0.70,5.60,0.101,0.32124
5760,P6,30,Lobby,-69,6.26,50.11,0.130,0.43028
5761,N6,55,Lobby,-90,1.24,9.89,0.109,0.34012
5762,N0,20,Lobby,-83,0.70,5.60,0.113,0.37652
5763,P3,55,Workshop,-72,4.10,32.82,0.120,0.40055
5764,N12,45,Crowded,-100,2.44,19.49,0.105,0.34578
5765,N6,25,Lobby,-66,7.07,56.55,0.102,0.34424
5766,N9,60,Lobby,-90,2.07,16.59,0.100,0.33239
5767,N3,25,Lobby,-77,3.42,27.33,0.110,0.36567
5768,P6,50,Lobby,-88,1.11,8.90,0.120,0.41200
5769,N0,35,Lobby,-49,8.98,71.85,0.116,0.39840
5770,P6,5,Workshop,-54,9.14,73.10,0.130,0.40899
5771,N9,35,Workshop,-84,2.02,16.17,0.102,0.32514
5772,N3,20,Wall,-98,2.38,19.01,0.109,0.35643
5773,N9,55,Crowded,-100,0.90,7.23,0.100,0.33573
5774,N9,10,Lobby,-84,3.31,26.49,0.102,0.32944
5775,N9,10,Lobby,-71,5.99,47.91,0.105,0.32857
5776,P6,45,Workshop,-71,7.82,62.55,0.127,0.39633
5777,N3,20,Wall,-100,0.93,7.42,0.116,0.37268
5778,N0,10,Crowded,-80,1.62,12.93,0.111,0.36202
5779,N12,30,Crowded,-99,0.70,5.60,0.103,0.33608
5780,N6,5,Lobby,-80,2.65,21.24,0.105,0.33590
5781,P3,45,Lobby,-80,2.01,16.08,0.122,0.40454
5782,N3,35,Lobby,-76,1.67,13.39,0.108,0.35811
5783,N6,0,Workshop,-56,7.54,60.32,0.110,0.33957
5784,N9,30,Lobby,-77,4.35,34.77,0.102,0.32748
5785,N12,25,Lobby,-76,0.70,5.60,0.101,0.33434
5786,N6,60,Wall,-100,0.70,5.60,0.102,0.34633
5787,N9,25,Wall,-100,1.86,14.87,0.103,0.32574
5788,N9,35,Crowded,-100,1.18,9.47,0.103,0.32500
5789,N6,30,Wall,-99,1.02,8.12,0.102,0.35423
5790,N12,25,Lobby,-90,0.70,5.60,0.100,0.33949
5791,N12,15,Lobby,-83,4.58,36.62,0.103,0.34393
5792,N3,40,Lobby,-70,5.31,42.47,0.114,0.35404
5793,N9,0,Lobby,-40,12.15,97.19,0.100,0.32717
5794,N6,0,Lobby,-38,12.35,98.81,0.106,0.33438
5795,N0,25,Workshop,-78,2.36,18.84,0.116,0.37476
5796,N0,45,Lobby,-78,5.18,41.43,0.115,0.38339
5797,P6,25,Wall,-89,0.87,7.00,0.124,0.42062
5798,N0,15,Lobby,-63,8.84,70.71,0.116,0.38376
5799,P3,45,Crowded,-97,0.70,5.60,0.120,0.40977
5800,P3,5,Crowded,-47,11.65,93.24,0.121,0.39238
5801,N6,50,Wall,-100,1.56,12.47,0.105,0.35998
5802,N12,10,Workshop,-83,3.58,28.62,0.105,0.36013
5803,N3,5,Wall,-90,0.71,5.71,0.106,0.36325
5804,P6,15,Lobby,-69,10.16,81.28,0.123,0.40328
5805,N6,25,Crowded,-99,1.16,9.29,0.106,0.33878
5806,N9,25,Lobby,-82,1.10,8.79,0.097,0.32065
5807,N0,40,Lobby,-72,2.98,23.86,0.113,0.38813
5808,N3,10,Workshop,-64,10.06,80.49,0.114,0.36032
5809,P3,25,Lobby,-74,7.45,59.62,0.120,0.39955
5810,N12,45,Wall,-100,0.90,7.24,0.103,0.32747
5811,P3,10,Lobby,-55,9.58,76.67,0.123,0.38852
5812,N3,20,Workshop,-73,3.07,24.53,0.113,0.35804
5813,N12,5,Lobby,-74,5.49,43.94,0.106,0.33704
5814,N12,0,Workshop,-64,8.08,64.66,0.101,0.34908
5815,N12,10,Lobby,-84,0.70,5.60,0.104,0.32714
5816,N9,55,Wall,-100,0.70,5.60,0.098,0.34965
5817,P3,0,Crowded,-34,12.47,99.74,0.120,0.39241
5818,N3,45,Wall,-100,1.17,9.38,0.117,0.36254
5819,P3,60,Lobby,-95,2.18,17.41,0.126,0.40249
5820,N6,60,Lobby,-88,0.85,6.78,0.104,0.32114
5821,N6,30,Workshop,-83,1.95,15.59,0.104,0.34069
5822,P6,60,Lobby,-75,5.48,43.85,0.125,0.41701
5823,N0,5,Wall,-86,1.92,15.36,0.105,0.38465
5824,N12,50,Workshop,-89,1.27,10.18,0.102,0.34488
5825,N0,25,Lobby,-70,4.73,37.82,0.112,0.38522
5826,N3,45,Lobby,-88,1.43,11.44,0.110,0.36607
5827,P6,20,Lobby,-81,0.70,5.60,0.125,0.39801
5828,N9,60,Lobby,-92,2.14,17.10,0.104,0.33553
5829,N6,50,Workshop,-82,1.91,15.28,0.105,0.33654
5830,N6,45,Workshop,-89,0.95,7.63,0.100,0.35037
5831,N3,15,Workshop,-92,2.92,23.38,0.113,0.36373
5832,N3,30,Workshop,-83,1.99,15.94,0.107,0.36046
5833,N3,35,Crowded,-100,0.70,5.60,0.117,0.35974
5834,N3,35,Lobby,-79,5.10,40.77,0.105,0.37958
5835,P3,60,Crowded,-76,0.70,5.60,0.121,0.39997
5836,N9,10,Workshop,-80,2.89,23.16,0.094,0.33205
5837,N12,10,Wall,-89,1.29,10.35,0.099,0.33660
5838,P6,10,Wall,-77,1.12,8.98,0.120,0.41287
5839,P3,45,Workshop,-65,7.13,57.02,0.119,0.38680
5840,N9,30,Lobby,-84,3.02,24.12,0.103,0.33330
5841,N9,45,Crowded,-100,1.32,10.54,0.100,0.35239
5842,N12,5,Lobby,-62,10.35,82.79,0.107,0.34581
5843,P6,25,Workshop,-71,5.25,42.02,0.128,0.41753
5844,N9,0,Lobby,-52,8.61,68.86,0.104,0.34586
5845,N6,55,Crowded,-99,1.46,11.65,0.103,0.34276
5846,P6,40,Workshop,-88,1.66,13.25,0.127,0.40980
5847,N12,25,Workshop,-88,1.66,13.30,0.106,0.33237
5848,N3,0,Wall,-54,10.40,83.19,0.109,0.35227
5849,N9,0,Workshop,-50,10.39,83.10,0.104,0.32952
5850,N12,15,Lobby,-94,0.70,5.60,0.100,0.33856
5851,N12,55,Workshop,-95,1.68,13.45,0.107,0.35742
5852,N9,20,Crowded,-96,0.70,5.60,0.101,0.33040
5853,N6,5,Workshop,-56,8.83,70.66,0.100,0.35514
5854,N9,35,Workshop,-92,1.59,12.70,0.101,0.33387
5855,P3,0,Lobby,-64,9.10,72.81,0.119,0.39613
5856,N12,25,Lobby,-96,1.11,8.86,0.107,0.34693
5857,N0,45,Crowded,-86,0.70,5.60,0.110,0.36643
5858,N12,60,Lobby,-100,0.70,5.60,0.103,0.34197
5859,N12,30,Lobby,-84,1.01,8.10,0.105,0.34855
5860,N0,0,Lobby,-50,9.95,79.61,0.116,0.37555
5861,P3,15,Wall,-86,0.70,5.60,0.115,0.38951
5862,N3,40,Crowded,-100,0.70,5.60,0.107,0.37204
5863,N12,60,Workshop,-100,1.90,15.17,0.108,0.33436
5864,N6,15,Lobby,-83,1.54,12.36,0.108,0.34851
5865,N6,15,Workshop,-84,1.45,11.63,0.105,0.32959
5866,N9,25,Lobby,-71,3.86,30.86,0.103,0.33432
5867,N6,55,Workshop,-96,3.09,24.73,0.102,0.34594
5868,N3,50,Lobby,-89,1.57,12.56,0.114,0.36322
5869,N12,20,Workshop,-90,1.33,10.62,0.103,0.34432
5870,N9,0,Crowded,-52,8.37,66.95,0.101,0.32443
5871,P6,35,Workshop,-80,3.14,25.15,0.129,0.41634
5872,N3,20,Crowded,-80,2.50,19.99,0.111,0.37887
5873,N0,45,Wall,-100,1.32,10.59,0.113,0.37616
5874,N12,25,Crowded,-100,2.40,19.24,0.105,0.33562
5875,N12,45,Wall,-100,1.76,14.11,0.103,0.34137
5876,N6,5,Crowded,-73,4.02,32.18,0.106,0.34417
5877,N12,10,Workshop,-80,2.05,16.39,0.107,0.35209
5878,N3,10,Lobby,-72,3.22,25.74,0.109,0.37892
5879,N3,0,Wall,-60,7.14,57.09,0.114,0.36789
5880,P6,10,Lobby,-72,3.99,31.88,0.121,0.41191
5881,N9,45,Wall,-100,2.08,16.61,0.099,0.32833
5882,N9,55,Wall,-100,0.70,5.60,0.102,0.31806
5883,N9,35,Lobby,-84,0.70,5.60,0.096,0.33972
5884,N9,15,Crowded,-100,0.70,5.60,0.102,0.33582
5885,P6,5,Lobby,-49,9.63,77.06,0.125,0.40613
5886,N12,35,Crowded,-100,2.05,16.43,0.100,0.35514
5887,P3,10,Crowded,-82,2.90,23.16,0.121,0.38635
5888,N0,25,Crowded,-94,1.80,14.37,0.112,0.37300
5889,N12,15,Crowded,-69,4.94,39.53,0.102,0.35005
5890,N6,0,Workshop,-65,6.95,55.60,0.109,0.34560
5891,N6,5,Crowded,-79,1.24,9.94,0.102,0.35126
5892,N12,35,Lobby,-100,1.31,10.47,0.102,0.34740
5893,N12,15,Lobby,-93,1.73,13.80,0.106,0.34355
5894,N3,10,Workshop,-77,2.99,23.91,0.112,0.36786
5895,N6,15,Wall,-84,0.70,5.60,0.102,0.35223
5896,N6,5,Workshop,-62,7.11,56.86,0.098,0.35710
5897,N12,0,Workshop,-50,12.22,97.77,0.098,0.34876
5898,N9,50,Workshop,-90,1.58,12.62,0.101,0.32139
5899,N3,0,Workshop,-58,7.41,59.26,0.107,0.36312
5900,N6,55,Lobby,-100,2.44,19.56,0.103,0.33057
5901,N6,10,Lobby,-65,9.19,73.56,0.100,0.35667
5902,P6,40,Workshop,-58,8.11,64.86,0.123,0.40753
5903,N12,20,Wall,-91,1.76,14.09,0.107,0.34691
5904,P6,0,Lobby,-34,12.16,97.25,0.125,0.42323
5905,N6,10,Workshop,-79,2.26,18.05,0.104,0.35717
5906,N3,30,Workshop,-68,5.42,43.40,0.114,0.36210
5907,N12,60,Wall,-100,1.55,12.39,0.103,0.33473
5908,N12,55,Wall,-100,0.86,6.92,0.100,0.34692
5909,N12,20,Crowded,-100,1.65,13.24,0.103,0.35402
5910,N3,10,Wall,-87,0.70,5.60,0.105,0.36808
5911,P3,5,Crowded,-69,6.95,55.61,0.117,0.40318
5912,P6,15,Workshop,-76,1.97,15.79,0.118,0.39501
5913,P3,45,Lobby,-57,7.21,57.70,0.123,0.40676
5914,P3,30,Lobby,-57,7.70,61.61,0.115,0.40148
5915,N3,25,Lobby,-77,1.71,13.68,0.109,0.36669
5916,P6,45,Lobby,-89,2.37,18.93,0.118,0.40611
5917,P3,55,Lobby,-75,7.42,59.32,0.123,0.39280
5918,P6,30,Workshop,-63,7.11,56.84,0.122,0.41275
5919,N6,45,Workshop,-93,1.65,13.23,0.103,0.35032
5920,N3,40,Lobby,-100,1.92,15.37,0.111,0.36323
5921,N3,10,Workshop,-62,11.33,90.67,0.111,0.38303
5922,N6,25,Workshop,-86,0.70,5.60,0.109,0.35642
5923,N9,25,Lobby,-84,3.15,25.21,0.100,0.33141
5924,N3,15,Lobby,-78,3.08,24.61,0.111,0.35642
5925,N0,35,Workshop,-89,0.92,7.33,0.118,0.38008
5926,N3,10,Lobby,-68,9.56,76.50,0.111,0.36830
5927,N3,0,Workshop,-34,12.66,101.26,0.108,0.35624
5928,N0,5,Crowded,-73,6.73,53.84,0.109,0.37765
5929,N3,0,Wall,-70,5.54,44.35,0.112,0.37073
5930,N3,15,Lobby,-76,1.86,14.91,0.114,0.35319
